unit_id	scientificName	source_lane	species_taxid	declared_species	parent_assembly	ani_match	summary_match	in_refseq	taxonomy_check	best_match_status	best_match_species	ncbi_current_species	version_status	excluded_from_refseq	relation_to_type_material	seq_rel_date	confounded	flags
Haemophilus_haemolyticus~GCF_900477945.1	Haemophilus_haemolyticus	NCBI-REF	726	Haemophilus haemolyticus	GCF_900477945.1	exact	exact	yes	OK	species-match	Haemophilus haemolyticus	Haemophilus haemolyticus	latest			2018-06-17		
Haemophilus_influenzae~GCF_000027305.1	Haemophilus_influenzae	NCBI-REF	727	Haemophilus influenzae	GCF_000027305.1	exact	exact	no	OK	species-match	Haemophilus influenzae	Haemophilus influenzae	latest	many frameshifted proteins		1999-12-22		refseq_excluded_qc
Haemophilus_parahaemolyticus~GCF_016889385.1	Haemophilus_parahaemolyticus	FDA-ARGOS	735	Haemophilus parahaemolyticus	GCF_016889385.1	exact	exact	yes	OK	species-match	Haemophilus parahaemolyticus	Haemophilus parahaemolyticus	latest		assembly from type material	2021-02-15		
Haemophilus_parainfluenzae~GCF_016127215.1	Haemophilus_parainfluenzae	FDA-ARGOS	729	Haemophilus parainfluenzae	GCF_016127215.1	exact	exact	yes	OK	species-match	Haemophilus parainfluenzae	Haemophilus parainfluenzae	latest		assembly from type material	2020-12-20		
Haemophilus_somnus~GCF_000019405.1	Haemophilus_somnus	NCBI-REF	731	Histophilus somni	GCF_000019405.1	exact	exact	yes	OK	species-match	Histophilus somni	Histophilus somni	latest			2008-02-26		
Halobacterium_salinarum~GCF_000069025.1	Halobacterium_salinarum	NCBI-REF	2242	Halobacterium salinarum	GCF_000069025.1	exact	exact	yes	OK	species-match	Halobacterium salinarum	Halobacterium salinarum	latest			2008-02-12		
Helicobacter_pylori~GCF_000008525.1	Helicobacter_pylori	SME	210	Helicobacter pylori	GCF_000008525.1	exact	exact	no	OK	species-match	Helicobacter pylori	Helicobacter pylori	latest	many frameshifted proteins		1999-12-22		refseq_excluded_qc
Heliobacterium_modesticaldum~GCF_000019165.1	Heliobacterium_modesticaldum	NCBI-REF	35701	Heliomicrobium modesticaldum	GCF_000019165.1	exact	exact	yes	OK	below-threshold-mismatch	Heliomicrobium undosum	Heliomicrobium modesticaldum	latest		assembly from type material	2008-04-01		best_match_species_mismatch
Ketogulonicigenium_vulgare~GCF_000223375.1	Ketogulonicigenium_vulgare	NCBI-REF	92945	Ketogulonicigenium vulgare	GCF_000223375.1	exact	exact	yes	Inconclusive	low-coverage	Paracoccus halophilus	Ketogulonicigenium vulgare	latest			2011-08-12		tax_check_inconclusive;best_match_species_mismatch
Kingella_denitrificans~GCF_016127355.1	Kingella_denitrificans	FDA-ARGOS	502	Kingella denitrificans	GCF_016127355.1	exact	exact	yes	OK	species-match	Kingella denitrificans	Kingella denitrificans	latest		assembly from type material	2020-12-20		
Klebsiella_aerogenes~GCF_000215745.1	Klebsiella_aerogenes	NCBI-REF	548	Klebsiella aerogenes	GCF_000215745.1	exact	exact	yes	OK	species-match	Klebsiella aerogenes	Klebsiella aerogenes	latest		assembly from type material	2011-06-03		
Klebsiella_pneumoniae~GCF_000240185.1	Klebsiella_pneumoniae	NCBI-REF	573	Klebsiella pneumoniae	GCF_000240185.1	exact	exact	yes	OK	derived-species-match	Klebsiella pneumoniae	Klebsiella pneumoniae	latest			2011-12-27		
Lactobacillus_acidophilus~GCF_000011985.1	Lactobacillus_acidophilus	NCBI-REF	1579	Lactobacillus acidophilus	GCF_000011985.1	exact	exact	yes	OK	species-match	Lactobacillus acidophilus	Lactobacillus acidophilus	latest			2007-11-01		
Lactococcus_lactis~GCF_000006865.1	Lactococcus_lactis	NCBI-REF	1358	Lactococcus lactis	GCF_000006865.1	exact	exact	yes	OK	derived-species-match	Lactococcus lactis	Lactococcus lactis	latest			2001-03-21		
Legionella_pneumophila~GCF_000008485.1	Legionella_pneumophila	NCBI-REF	446	Legionella pneumophila	GCF_000008485.1	exact	exact	yes	OK	species-match	Legionella pneumophila	Legionella pneumophila	latest		assembly from type material	2004-09-24		
Leptospira_biflexa~GCF_000017605.1	Leptospira_biflexa	NCBI-REF	172	Leptospira biflexa	GCF_000017605.1	exact	exact	yes	OK	species-match	Leptospira biflexa	Leptospira biflexa	latest			2008-02-13		
Leptospira_interrogans~GCF_002073495.2	Leptospira_interrogans	NCBI-REF	173	Leptospira interrogans	GCF_002073495.2	exact	exact	yes	OK	species-match	Leptospira interrogans	Leptospira interrogans	latest			2018-03-01		
Leptothrix_cholodnii~GCF_000019785.1	Leptothrix_cholodnii	NCBI-REF	34029	Leptothrix cholodnii	GCF_000019785.1	exact	exact	yes	Inconclusive	below-threshold-mismatch	Leptothrix mechoopdaensis (SeqCode)	Leptothrix cholodnii	latest			2008-03-25		tax_check_inconclusive;best_match_species_mismatch
Leuconostoc_citreum~GCF_000026405.1	Leuconostoc_citreum	NCBI-REF	33964	Leuconostoc citreum	GCF_000026405.1	exact	exact	yes	OK	species-match	Leuconostoc citreum	Leuconostoc citreum	latest			2008-03-12		
Listeria_grayi~GCF_900638015.1	Listeria_grayi	NCTC3000	1641	Listeria grayi	GCF_900638015.1	exact	exact	yes	OK	species-match	Listeria grayi	Listeria grayi	latest		assembly from heterotypic synonym type material	2018-12-20		
Listeria_innocua~GCF_009648575.1	Listeria_innocua	SME	1642	Listeria innocua	GCF_009648575.1	exact	exact	yes	OK	species-match	Listeria innocua	Listeria innocua	latest			2019-11-11		
Listeria_ivanovii~GCF_000252975.1	Listeria_ivanovii	SME	1638	Listeria ivanovii	GCF_000252975.1	exact	exact	yes	OK	derived-species-match	Listeria ivanovii	Listeria ivanovii	latest		assembly designated as clade exemplar	2011-09-15		
Listeria_marthii~GCF_000183865.1	Listeria_marthii	SME	529731	Listeria marthii	GCF_000183865.1	exact	exact	no	OK	below-threshold-mismatch	Listeria cossartiae	Listeria marthii	latest	fragmented assembly	assembly from type material	2010-12-15		best_match_species_mismatch;refseq_excluded_qc
Listeria_monocytogenes_I~GCF_013282705.1	Listeria_monocytogenes_I	SME	1639	Listeria monocytogenes	GCF_013282705.1	exact	exact	yes	OK	species-match	Listeria monocytogenes	Listeria monocytogenes	latest			2020-06-06	B/ANI	
Listeria_monocytogenes_II~GCF_013282685.1	Listeria_monocytogenes_II	SME	1639	Listeria monocytogenes	GCF_013282685.1	exact	exact	yes	OK	species-match	Listeria monocytogenes	Listeria monocytogenes	latest			2020-06-06	B/ANI	
Listeria_monocytogenes_III~GCF_013282645.1	Listeria_monocytogenes_III	SME	1639	Listeria monocytogenes	GCF_013282645.1	exact	exact	yes	OK	species-match	Listeria monocytogenes	Listeria monocytogenes	latest			2020-06-06	B/ANI	
Listeria_monocytogenes_IV~GCF_013282665.1	Listeria_monocytogenes_IV	SME	1639	Listeria monocytogenes	GCF_013282665.1	exact	exact	yes	OK	species-match	Listeria monocytogenes	Listeria monocytogenes	latest			2020-06-06	B/ANI	
Listeria_seeligeri~GCF_000027145.1	Listeria_seeligeri	SME	1640	Listeria seeligeri	GCF_000027145.1	exact	exact	yes	OK	species-match	Listeria seeligeri	Listeria seeligeri	latest		assembly from type material	2010-02-18		
Listeria_welshimeri~GCF_900187315.1	Listeria_welshimeri	NCTC3000	1643	Listeria welshimeri	GCF_900187315.1	exact	exact	yes	OK	species-match	Listeria welshimeri	Listeria welshimeri	latest		assembly from type material	2017-08-15		
Lysinibacillus_sphaericus~GCF_000017965.1	Lysinibacillus_sphaericus	NCBI-REF	1421	Lysinibacillus sphaericus	GCF_000017965.1	exact	exact	yes	Failed	mismatch	Lysinibacillus pinottii	Lysinibacillus sphaericus	latest			2008-02-27		tax_check_failed;best_match_species_mismatch
Mesoplasma_florum~GCF_000008305.1	Mesoplasma_florum	NCBI-REF	2151	Mesoplasma florum	GCF_000008305.1	exact	exact	yes	OK	mismatch	Mesoplasma grammopterae	Mesoplasma florum	latest		assembly from type material	2004-07-19		best_match_species_mismatch
Mesorhizobium_ciceri~GCF_000185905.1	Mesorhizobium_ciceri	NCBI-REF	39645	Mesorhizobium ciceri	GCF_000185905.1	exact	exact	yes	OK	species-match	Mesorhizobium ciceri	Mesorhizobium ciceri	latest			2011-01-07		
Methylobacterium~GCF_000019365.1	Methylobacterium	NCBI-REF	426117	Methylobacterium sp. 4-46	GCF_000019365.1	exact	exact	yes	OK	genus-match	Methylobacterium carpenticola	Methylobacterium sp. 4-46	latest			2008-02-20		best_match_species_mismatch
Methylobacterium_radiotolerans~GCF_000019725.1	Methylobacterium_radiotolerans	NCBI-REF	31998	Methylobacterium radiotolerans	GCF_000019725.1	exact	exact	yes	OK	species-match	Methylobacterium radiotolerans	Methylobacterium radiotolerans	latest		assembly from type material	2008-03-21		
Micrococcus_luteus~GCF_000023205.1	Micrococcus_luteus	NCBI-REF	1270	Micrococcus luteus	GCF_000023205.1	exact	exact	yes	OK	species-match	Micrococcus luteus	Micrococcus luteus	latest		assembly from type material	2009-06-12		
Moorella_thermoacetica~GCF_001267435.1	Moorella_thermoacetica	NCBI-REF	1525	Moorella thermoacetica	GCF_001267435.1	exact	exact	yes	OK	species-match	Neomoorella thermoacetica	Neomoorella thermoacetica	latest		assembly from type material	2015-08-13		
Moraxella_catarrhalis~GCF_900476075.1	Moraxella_catarrhalis	NCBI-REF	480	Moraxella catarrhalis	GCF_900476075.1	exact	exact	yes	OK	species-match	Moraxella catarrhalis	Moraxella catarrhalis	latest		assembly from type material	2018-06-17		
Morganella_morganii_morganii~GCF_000286435.2	Morganella_morganii_morganii	NCBI-REF	582	Morganella morganii	GCF_000286435.2	exact	exact	yes	OK	derived-species-match	Morganella morganii	Morganella morganii	latest			2013-02-28		
Mycobacterium_abscessus~GCF_000069185.1	Mycobacterium_abscessus	NCBI-REF	36809	Mycobacteroides abscessus	GCF_000069185.1	exact	exact	yes	OK	species-match	Mycobacteroides abscessus	Mycobacteroides abscessus	latest		assembly from type material	2008-03-01		
Mycobacterium_leprae~GCF_000195855.1	Mycobacterium_leprae	NCBI-REF	1769	Mycobacterium leprae	GCF_000195855.1	exact	exact	yes	Inconclusive	below-threshold-mismatch	Mycobacterium lepromatosis	Mycobacterium leprae	latest			2003-05-06		tax_check_inconclusive;best_match_species_mismatch
Mycobacterium_tuberculosis~GCF_000195955.2	Mycobacterium_tuberculosis	NCBI-REF	1773	Mycobacterium tuberculosis	GCF_000195955.2	exact	exact	yes	OK	species-match	Mycobacterium tuberculosis	Mycobacterium tuberculosis	latest		assembly from type material	2013-02-01		
Mycolicibacterium_fortuitum~GCF_022179545.1	Mycolicibacterium_fortuitum	NCBI-REF	1766	Mycolicibacterium fortuitum	GCF_022179545.1	exact	exact	yes	OK	subspecies-match	Mycolicibacterium fortuitum	Mycolicibacterium fortuitum	latest		assembly from type material	2022-01-27		
Mycoplasma_mycoides~GCF_000011445.1	Mycoplasma_mycoides	NCBI-REF	2102	Mycoplasma mycoides	GCF_000011445.1	exact	exact	yes	Inconclusive	below-threshold-match	Mycoplasma mycoides	Mycoplasma mycoides	latest		assembly from type material	2007-02-27		tax_check_inconclusive
Neisseria_cinerea~GCF_016028715.1	Neisseria_cinerea	FDA-ARGOS	483	Neisseria cinerea	GCF_016028715.1	exact	exact	yes	OK	species-match	Neisseria cinerea	Neisseria cinerea	latest		assembly from type material	2020-12-14		
Neisseria_elongata~GCF_003351685.1	Neisseria_elongata	SME	495	Neisseria elongata	GCF_003351685.1	exact	exact	yes	OK	species-match	Neisseria elongata	Neisseria elongata	latest			2018-08-01		
Neisseria_flavescens~GCF_005221285.1	Neisseria_flavescens	NCBI-REF	484	Neisseria flavescens	GCF_005221285.1	exact	exact	yes	OK	species-match	Neisseria flavescens	Neisseria flavescens	latest		assembly from type material	2019-05-07		
Neisseria_gonorrhoeae~GCF_000006845.1	Neisseria_gonorrhoeae	SME	485	Neisseria gonorrhoeae	GCF_000006845.1	exact	exact	yes	OK	species-match	Neisseria gonorrhoeae	Neisseria gonorrhoeae	latest			2005-02-14		
Neisseria_lactamica~GCF_003351565.1	Neisseria_lactamica	SME	486	Neisseria lactamica	GCF_003351565.1	exact	exact	yes	OK	species-match	Neisseria lactamica	Neisseria lactamica	latest			2018-08-01		
Neisseria_meningitidis~GCF_000008805.1	Neisseria_meningitidis	SME	487	Neisseria meningitidis	GCF_000008805.1	exact	exact	yes	OK	species-match	Neisseria meningitidis	Neisseria meningitidis	latest			2005-05-26		
Neisseria_polysaccharea~GCF_003355195.1	Neisseria_polysaccharea	SME	489	Neisseria polysaccharea	GCF_003355195.1	exact	exact	yes	OK	species-match	Neisseria polysaccharea	Neisseria polysaccharea	latest			2018-08-05		
Neisseria_sicca~GCF_014054945.1	Neisseria_sicca	NCBI-REF	490	Neisseria sicca	GCF_014054945.1	exact	exact	yes	OK	species-match	Neisseria sicca	Neisseria sicca	latest		assembly from type material	2020-08-04		
Neisseria_subflava~GCF_005221305.1	Neisseria_subflava	NCBI-REF	28449	Neisseria subflava	GCF_005221305.1	exact	exact	yes	OK	species-match	Neisseria subflava	Neisseria subflava	latest		assembly from type material	2019-05-07		
Neisseria_weaveri~GCF_900638685.1	Neisseria_weaveri	NCBI-REF	28091	Neisseria weaveri	GCF_900638685.1	exact	exact	yes	OK	species-match	Neisseria weaveri	Neisseria weaveri	latest		assembly from type material	2018-12-20		
Nocardia_asteroides~GCF_021183585.1	Nocardia_asteroides	FDA-ARGOS	1824	Nocardia asteroides	GCF_021183585.1	exact	exact	yes	OK	species-match	Nocardia asteroides	Nocardia asteroides	latest			2021-12-14		
Nocardia_farcinica~GCF_003367415.1	Nocardia_farcinica	NCBI-REF	37329	Nocardia farcinica	GCF_003367415.1	exact	exact	yes	OK	species-match	Nocardia farcinica	Nocardia farcinica	latest			2018-08-08		
Ochrobactrum_anthropi~GCF_000017405.1	Ochrobactrum_anthropi	NCBI-REF	529	Brucella anthropi	GCF_000017405.1	exact	exact	yes	OK	species-match	Brucella anthropi	Brucella anthropi	latest		assembly from type material	2007-07-12		
Pantoea_ananatis~GCF_000025405.2	Pantoea_ananatis	NCBI-REF	553	Pantoea ananatis	GCF_000025405.2	exact	exact	yes	OK	species-match	Pantoea ananatis	Pantoea ananatis	latest			2011-03-24		
Parabacteroides_distasonis~GCF_000012845.1	Parabacteroides_distasonis	NCBI-REF	823	Parabacteroides distasonis	GCF_000012845.1	exact	exact	yes	OK	species-match	Parabacteroides distasonis	Parabacteroides distasonis	latest		assembly from type material	2007-06-27		
Pasteurella_multocida~GCF_002073255.2	Pasteurella_multocida	FDA-ARGOS	747	Pasteurella multocida	GCF_002073255.2	exact	exact	yes	OK	species-match	Pasteurella multocida	Pasteurella multocida	latest			2018-03-01		
Photobacterium_damselae~GCF_009763125.1	Photobacterium_damselae	SME	38293	Photobacterium damselae	GCF_009763125.1	exact	exact	yes	OK	species-match	Photobacterium damselae	Photobacterium damselae	latest			2019-12-18		
Polynucleobacter_necessarius~GCF_900096765.1	Polynucleobacter_necessarius	NCBI-REF	576610	Polynucleobacter necessarius	GCF_900096765.1	exact	exact	yes	Inconclusive	below-threshold-mismatch	Polynucleobacter wuianus	Polynucleobacter necessarius	latest			2017-06-21		tax_check_inconclusive;best_match_species_mismatch
Prochlorococcus_marinus~GCF_000007925.1	Prochlorococcus_marinus	NCBI-REF	1219	Prochlorococcus marinus	GCF_000007925.1	exact	exact	yes	Inconclusive	low-coverage	Prochlorococcus marinus	Prochlorococcus marinus	latest		assembly from type material	2003-07-25		tax_check_inconclusive
Proteus_mirabilis~GCF_000444425.1	Proteus_mirabilis	NCBI-REF	584	Proteus mirabilis	GCF_000444425.1	exact	exact	yes	OK	species-match	Proteus mirabilis	Proteus mirabilis	latest			2013-08-06		
Pseudomonas_aeruginosa~GCF_000006765.1	Pseudomonas_aeruginosa	NCBI-REF	287	Pseudomonas aeruginosa	GCF_000006765.1	exact	exact	yes	OK	species-match	Pseudomonas aeruginosa	Pseudomonas aeruginosa	latest			2006-07-07		
Pseudomonas_putida~GCF_000412675.1	Pseudomonas_putida	NCBI-REF	303	Pseudomonas putida	GCF_000412675.1	exact	exact	yes	OK	species-match	Pseudomonas putida	Pseudomonas putida	latest		assembly from type material	2013-06-14		
Pseudomonas_syringae_group_genomosp._3~GCF_000007805.1	Pseudomonas_syringae_group_genomosp._3	NCBI-REF	251701	Pseudomonas syringae group genomosp. 3	GCF_000007805.1	exact	exact	yes	OK	species-match	Pseudomonas syringae group genomosp. 3	Pseudomonas syringae group genomosp. 3	latest		assembly from type material	2003-03-05		
Pyrobaculum_neutrophilum~GCF_000019805.1	Pyrobaculum_neutrophilum	NCBI-REF	70771	Pyrobaculum neutrophilum	GCF_000019805.1	exact	exact	yes	OK	below-threshold-mismatch	Pyrobaculum islandicum	Pyrobaculum neutrophilum	latest		assembly from type material	2008-03-27		best_match_species_mismatch
Rhodopirellula_baltica~GCF_000196115.1	Rhodopirellula_baltica	NCBI-REF	265606	Rhodopirellula baltica	GCF_000196115.1	exact	exact	yes	OK	below-threshold-mismatch	Rhodopirellula europaea	Rhodopirellula baltica	latest		assembly from type material	2003-07-07		best_match_species_mismatch
Rhodospirillum_rubrum~GCF_000013085.1	Rhodospirillum_rubrum	NCBI-REF	1085	Rhodospirillum rubrum	GCF_000013085.1	exact	exact	yes	OK	species-match	Rhodospirillum rubrum	Rhodospirillum rubrum	latest		assembly from type material	2005-12-12		
Rickettsia_prowazekii~GCF_000195735.1	Rickettsia_prowazekii	NCBI-REF	782	Rickettsia prowazekii	GCF_000195735.1	exact	exact	yes	OK	species-match	Rickettsia prowazekii	Rickettsia prowazekii	latest			2003-05-06		
Ruminococcus_sp.~GCF_005601135.1	Ruminococcus_sp.	NCBI-REF	2564099	Ruminococcus bovis	GCF_005601135.1	exact	exact	yes	OK	below-threshold-mismatch	Ruminococcoides intestinihominis	Ruminococcus bovis	latest		assembly from type material	2019-05-22		best_match_species_mismatch
Salinibacter_ruber~GCF_000013045.1	Salinibacter_ruber	NCBI-REF	146919	Salinibacter ruber	GCF_000013045.1	exact	exact	yes	OK	species-match	Salinibacter ruber	Salinibacter ruber	latest		assembly from type material	2005-12-20		
Salmonella_bongori~GCF_000252995.1	Salmonella_bongori	NCBI-REF	54736	Salmonella bongori	GCF_000252995.1	exact	exact	yes	OK	species-match	Salmonella bongori	Salmonella bongori	latest		assembly from type material	2011-07-06		
Salmonella_enterica_I~GCF_000006945.2	Salmonella_enterica_I	NCBI-REF	28901	Salmonella enterica	GCF_000006945.2	exact	exact	yes	OK	species-match	Salmonella enterica	Salmonella enterica	latest		assembly from type material	2016-01-13	B/ANI	
Salmonella_enterica_IIa~GCF_006051055.1	Salmonella_enterica_IIa	SME	28901	Salmonella enterica	GCF_006051055.1	exact	exact	no	Inconclusive	below-threshold-match	Salmonella enterica	Salmonella enterica	latest	from large multi-isolate project		2020-05-27	B/ANI	refseq_excluded_qc;confounded_ani_ambiguity
Salmonella_enterica_IIb~GCF_900635535.1	Salmonella_enterica_IIb	NCTC3000	28901	Salmonella enterica	GCF_900635535.1	exact	exact	no	OK	subspecies-match	Salmonella enterica	Salmonella enterica	latest	RefSeq annotation failed; many frameshifted proteins	assembly from type material	2018-12-19	B/ANI	refseq_excluded_qc
Salmonella_enterica_IIIa~GCF_000018625.1	Salmonella_enterica_IIIa	SME	28901	Salmonella enterica	GCF_000018625.1	exact	exact	no	OK	derived-species-match	Salmonella enterica	Salmonella enterica	latest	annotation fails completeness check		2007-11-21	B/ANI	refseq_excluded_qc
Salmonella_enterica_IIIb~GCA_013162305.1	Salmonella_enterica_IIIb	SME	28901	Salmonella enterica	GCA_013162305.1	exact	exact	no	OK	derived-species-match	Salmonella enterica	Salmonella enterica	latest	annotation fails completeness check; many frameshifted proteins		2020-05-25	B/ANI	refseq_excluded_qc
Salmonella_enterica_IV~GCF_013161805.1	Salmonella_enterica_IV	SME	28901	Salmonella enterica	GCF_013161805.1	exact	exact	no	OK	derived-species-match	Salmonella enterica	Salmonella enterica	latest	annotation fails completeness check		2020-05-25	B/ANI	refseq_excluded_qc
Salmonella_enterica_IX~GCF_013348865.1	Salmonella_enterica_IX	SME	28901	Salmonella enterica	GCF_013348865.1	exact	exact	no	OK	derived-species-match	Salmonella enterica	Salmonella enterica	latest	annotation fails completeness check		2020-06-17	B/ANI	refseq_excluded_qc
Salmonella_enterica_VI~GCF_006051135.1	Salmonella_enterica_VI	SME	28901	Salmonella enterica	GCF_006051135.1	exact	exact	no	OK	derived-species-match	Salmonella enterica	Salmonella enterica	latest	from large multi-isolate project		2020-05-27	B/ANI	refseq_excluded_qc
Salmonella_enterica_VII~GCF_013162165.1	Salmonella_enterica_VII	SME	28901	Salmonella enterica	GCF_013162165.1	exact	exact	no	OK	derived-species-match	Salmonella enterica	Salmonella enterica	latest	annotation fails completeness check		2020-05-25	B/ANI	refseq_excluded_qc
Salmonella_enterica_VIII~GCA_013138165.1	Salmonella_enterica_VIII	SME	28901	Salmonella enterica	GCA_013138165.1	exact	exact	no	OK	derived-species-match	Salmonella enterica	Salmonella enterica	latest	from large multi-isolate project		2020-05-21	B/ANI	refseq_excluded_qc
Salmonella_enterica_X~GCF_013162025.1	Salmonella_enterica_X	SME	28901	Salmonella enterica	GCF_013162025.1	exact	exact	no	OK	derived-species-match	Salmonella enterica	Salmonella enterica	latest	annotation fails completeness check		2020-05-25	B/ANI	refseq_excluded_qc
Serratia_liquefaciens~GCF_000422085.1	Serratia_liquefaciens	NCBI-REF	614	Serratia liquefaciens	GCF_000422085.1	exact	exact	yes	OK	below-threshold-mismatch	Serratia quinivorans	Serratia liquefaciens	latest		assembly from type material	2013-07-11		best_match_species_mismatch
Shewanella_halifaxensis~GCF_000019185.1	Shewanella_halifaxensis	NCBI-REF	271098	Shewanella halifaxensis	GCF_000019185.1	exact	exact	yes	OK	below-threshold-mismatch	Shewanella schlegeliana	Shewanella halifaxensis	latest		assembly from type material	2008-02-07		best_match_species_mismatch
Shewanella_oneidensis~GCF_000146165.2	Shewanella_oneidensis	NCBI-REF	70863	Shewanella oneidensis	GCF_000146165.2	exact	exact	yes	OK	species-match	Shewanella oneidensis	Shewanella oneidensis	latest		assembly from type material	2012-11-02		
Shewanella_woodyi~GCF_000019525.1	Shewanella_woodyi	NCBI-REF	60961	Shewanella woodyi	GCF_000019525.1	exact	exact	yes	OK	below-threshold-mismatch	Shewanella nanhaiensis	Shewanella woodyi	latest		assembly from type material	2008-03-13		best_match_species_mismatch
Shimwellia_blattae~GCF_000262305.1	Shimwellia_blattae	NCBI-REF	563	Shimwellia blattae	GCF_000262305.1	exact	exact	yes	OK	species-match	Shimwellia blattae	Shimwellia blattae	latest		assembly from type material	2012-05-10		
Sinorhizobium_fredii~GCF_000018545.1	Sinorhizobium_fredii	NCBI-REF	380	Sinorhizobium fredii	GCF_000018545.1	exact	exact	yes	Inconclusive	below-threshold-match	Sinorhizobium fredii	Sinorhizobium fredii	latest			2009-04-22		tax_check_inconclusive
Sinorhizobium_medicae~GCF_000017145.1	Sinorhizobium_medicae	NCBI-REF	110321	Sinorhizobium medicae	GCF_000017145.1	exact	exact	yes	OK	species-match	Sinorhizobium medicae	Sinorhizobium medicae	latest			2007-06-29		
Sinorhizobium_meliloti~GCF_000006965.1	Sinorhizobium_meliloti	NCBI-REF	382	Sinorhizobium meliloti	GCF_000006965.1	exact	exact	yes	OK	species-match	Sinorhizobium meliloti	Sinorhizobium meliloti	latest			2003-05-06		
Staphylococcus_aureus~GCF_000772025.1	Staphylococcus_aureus	NCBI-REF	1280	Staphylococcus aureus	GCF_000772025.1	exact	exact	yes	OK	species-match	Staphylococcus aureus	Staphylococcus aureus	latest			2014-11-05		
Staphylococcus_epidermidis~GCF_000007645.1	Staphylococcus_epidermidis	NCBI-REF	1282	Staphylococcus epidermidis	GCF_000007645.1	exact	exact	yes	OK	species-match	Staphylococcus epidermidis	Staphylococcus epidermidis	latest			2002-12-20		
Staphylococcus_warneri~GCF_003571725.1	Staphylococcus_warneri	NCBI-REF	1292	Staphylococcus warneri	GCF_003571725.1	exact	exact	yes	OK	species-match	Staphylococcus warneri	Staphylococcus warneri	latest			2018-09-16		
Streptococcus_agalactiae~GCF_000007265.1	Streptococcus_agalactiae	NCBI-REF	1311	Streptococcus agalactiae	GCF_000007265.1	exact	exact	yes	OK	species-match	Streptococcus agalactiae	Streptococcus agalactiae	latest			2002-08-28		
Streptococcus_mitis~GCF_000027165.1	Streptococcus_mitis	NCBI-REF	28037	Streptococcus mitis	GCF_000027165.1	exact	exact	yes	Inconclusive	below-threshold-match	Streptococcus mitis	Streptococcus mitis	latest			2010-02-16		tax_check_inconclusive
Streptococcus_mutans~GCF_000007465.2	Streptococcus_mutans	NCBI-REF	1309	Streptococcus mutans	GCF_000007465.2	exact	exact	yes	OK	species-match	Streptococcus mutans	Streptococcus mutans	latest			2011-09-01		
Streptococcus_oralis~GCF_016127555.1	Streptococcus_oralis	FDA-ARGOS	1303	Streptococcus oralis	GCF_016127555.1	exact	exact	yes	OK	species-match	Streptococcus oralis	Streptococcus oralis	latest		assembly from type material	2020-12-20		
Streptococcus_pneumoniae~GCF_000019265.1	Streptococcus_pneumoniae	NCBI-REF	1313	Streptococcus pneumoniae	GCF_000019265.1	exact	exact	yes	OK	species-match	Streptococcus pneumoniae	Streptococcus pneumoniae	latest			2008-02-27		
Streptococcus_pseudopneumoniae~GCF_000221985.1	Streptococcus_pseudopneumoniae	NCBI-REF	257758	Streptococcus pseudopneumoniae	GCF_000221985.1	exact	exact	yes	OK	species-match	Streptococcus pseudopneumoniae	Streptococcus pseudopneumoniae	latest			2011-07-29		
Streptococcus_pyogenes~GCF_000006785.2	Streptococcus_pyogenes	NCBI-REF	1314	Streptococcus pyogenes	GCF_000006785.2	exact	exact	yes	OK	species-match	Streptococcus pyogenes	Streptococcus pyogenes	latest			2014-04-01		
Streptococcus_sanguinis~GCF_000014205.1	Streptococcus_sanguinis	NCBI-REF	1305	Streptococcus sanguinis	GCF_000014205.1	exact	exact	yes	OK	species-match	Streptococcus sanguinis	Streptococcus sanguinis	latest			2007-02-09		
Streptococcus_suis~GCF_000026745.1	Streptococcus_suis	NCBI-REF	1307	Streptococcus suis	GCF_000026745.1	exact	exact	yes	OK	species-match	Streptococcus suis	Streptococcus suis	latest			2009-07-07		
Thermanaerovibrio_acidaminovorans~GCF_000024905.1	Thermanaerovibrio_acidaminovorans	NCBI-REF	81462	Thermanaerovibrio acidaminovorans	GCF_000024905.1	exact	exact	yes	OK	below-threshold-mismatch	Thermanaerovibrio velox	Thermanaerovibrio acidaminovorans	latest		assembly from type material	2009-11-19		best_match_species_mismatch
Thermoanaerobacter_pseudethanolicus~GCF_000019085.1	Thermoanaerobacter_pseudethanolicus	NCBI-REF	496866	Thermoanaerobacter pseudethanolicus	GCF_000019085.1	exact	exact	yes	Inconclusive	mismatch	Thermoanaerobacter brockii	Thermoanaerobacter pseudethanolicus	latest		assembly from type material	2008-02-05		tax_check_inconclusive;best_match_species_mismatch
Thermodesulfovibrio_yellowstonii~GCF_000020985.1	Thermodesulfovibrio_yellowstonii	NCBI-REF	28262	Thermodesulfovibrio yellowstonii	GCF_000020985.1	exact	exact	yes	OK	species-match	Thermodesulfovibrio yellowstonii	Thermodesulfovibrio yellowstonii	latest		assembly from type material	2008-09-26		
Thermosynechococcus_elongatus~GCF_000011345.1	Thermosynechococcus_elongatus	NCBI-REF	146786	Thermosynechococcus vestitus	GCF_000011345.1	exact	exact	yes	OK	below-threshold-mismatch	Thermosynechococcus sichuanensis	Thermosynechococcus vestitus	latest		assembly from type material	2004-05-11		best_match_species_mismatch
